accountName,linkedItemGuid,reportingPeriod,startDate,paymentDate,startBalance,expenditureUnitemizedTotal,expenditureItemizedTotal,totalCharges,paymentsMade,interest,endBalance,items,id,reportId,reportTypeId,reportTypeDescription,recordTypeId,cpfId,filerCategory,filingMechanism,guid,reportYear,endDate,dateFiled,dateFiledMedium,isAmendment,isQualifiedAmendment,isAmended,amendmentReason,previousReportId,nextReportId,isCandidateReport,isPeriodicReport,isDepositoryPeriodicReport,isNd102,isDepositReport,isBankReport,isLateContributionReport,isExpenseReport,isReimbursementReport,isSv1,isDonationReport,isCreditCardReport,isIePacReport,isPayrollReport,IsIndependentSpendingReport
,,9/10/2015 - 10/9/2015,9/10/2015,,$141.40,$0.00,"$2,400.00","$2,400.00",$141.40,$0.00,"$2,400.00",[],550765,550765,80,Credit Card Report,111,14936,D,,e2b7a2d5-3a77-e511-80d7-0003ff506e32,2015,10/9/2015,10/20/2015,"Tuesday, October 20, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,8/10/2015 - 9/9/2015,8/10/2015,,$265.57,$0.00,$141.40,$141.40,$265.57,$0.00,$141.40,[],547951,547951,80,Credit Card Report,111,14936,D,,673a83c3-d666-e511-80d6-0003ff506e32,2015,9/9/2015,9/29/2015,"Tuesday, September 29, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,7/10/2015 - 8/9/2015,7/10/2015,,"$2,969.80",$0.00,$265.57,$265.57,"$2,969.80",$0.00,$265.57,[],543670,543670,80,Credit Card Report,111,14936,D,,3b948fe8-dc45-e511-80d5-0003ff506e32,2015,8/9/2015,8/18/2015,"Tuesday, August 18, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,6/10/2015 - 7/9/2015,6/10/2015,,$145.00,$0.00,"$2,910.80","$2,910.80",$86.00,$0.00,"$2,969.80",[],541029,541029,80,Credit Card Report,111,14936,D,,aa94080b-4535-e511-80d4-0003ff506e32,2015,7/9/2015,7/28/2015,"Tuesday, July 28, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,5/10/2015 - 6/9/2015,5/10/2015,,$0.00,$0.00,$43.50,$43.50,$0.00,$0.00,$43.50,[],541028,541028,80,Credit Card Report,111,14936,D,,b91cb372-4335-e511-80d4-0003ff506e32,2015,6/9/2015,7/28/2015,"Tuesday, July 28, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,4/10/2015 - 5/9/2015,4/10/2015,,$0.00,$0.00,$42.50,$42.50,$42.50,$0.00,$0.00,[],534223,534223,80,Credit Card Report,111,14936,D,,fba60716-0f03-e511-80cf-0003ff506e32,2015,5/9/2015,5/25/2015,"Monday, May 25, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,12/10/2013 - 1/9/2014,12/10/2013,,$166.21,$0.00,$106.54,$106.54,$10.00,$0.00,$262.75,[],188370,188370,80,Credit Card Report,111,14936,D,,c357acc6-5480-4c03-b15e-97267205be87,2014,1/9/2014,1/20/2014,"Monday, January 20, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,11/10/2013 - 12/9/2013,11/10/2013,,"$8,007.68",$0.00,$166.21,$166.21,"$8,007.68",$0.00,$166.21,[],186118,186118,80,Credit Card Report,111,14936,D,,d9129d2d-1045-4ec0-9d47-9a064451048a,2013,12/9/2013,1/2/2014,"Thursday, January 2, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,10/10/2013 - 11/9/2013,10/10/2013,,"$2,889.86",$0.00,"$5,270.55","$5,270.55",$152.73,$0.00,"$8,007.68",[],184835,184835,80,Credit Card Report,111,14936,D,,f5085871-dcc1-4cc0-98eb-d24e33e89ce6,2013,11/9/2013,12/5/2013,"Thursday, December 5, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,9/10/2013 - 10/9/2013,9/10/2013,,"$1,853.57",$0.00,"$1,073.56","$1,073.56",$37.27,$0.00,"$2,889.86",[],182946,182946,80,Credit Card Report,111,14936,D,,3a77e815-06d1-4b30-9405-a5f8c4553d6d,2013,10/9/2013,11/5/2013,"Tuesday, November 5, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,8/10/2013 - 9/9/2013,8/10/2013,,"$1,542.03",$0.00,$343.26,$343.26,$31.72,$0.00,"$1,853.57",[],180630,180630,80,Credit Card Report,111,14936,D,,b33f644e-0aba-49be-9231-7fda18efdf5e,2013,9/9/2013,10/3/2013,"Thursday, October 3, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,7/10/2013 - 8/9/2013,7/10/2013,,"$1,407.26",$0.00,$163.21,$163.21,$28.44,$0.00,"$1,542.03",[],180270,180270,80,Credit Card Report,111,14936,D,,a8487ea0-835c-45e3-b9f5-08b0207c7085,2013,8/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176847,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,6/10/2013 - 7/9/2013,6/10/2013,,"$1,444.01",$0.00,$52.70,$52.70,$89.45,$0.00,"$1,407.26",[],180271,180271,80,Credit Card Report,111,14936,D,,eb2d4093-1b04-4360-a66e-b25f8cedc899,2013,7/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176844,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,5/10/2013 - 6/9/2013,5/10/2013,,$112.76,$0.00,"$1,331.25","$1,331.25",$0.00,$0.00,"$1,444.01",[],180272,180272,80,Credit Card Report,111,14936,D,,7e7551ad-4979-49b0-9e5a-7b0b877d51f5,2013,6/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176842,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,4/10/2013 - 5/9/2013,4/10/2013,,$47.38,$0.00,$75.38,$75.38,$10.00,$0.00,$112.76,[],180273,180273,80,Credit Card Report,111,14936,D,,dbf1466d-db99-43b1-9bd3-9d2a940c7dd4,2013,5/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176841,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,3/10/2013 - 4/9/2013,3/10/2013,,$56.38,$0.00,$1.00,$1.00,$10.00,$0.00,$47.38,[],180274,180274,80,Credit Card Report,111,14936,D,,9a52f434-f299-4d2a-a7c9-3fd89092ddc1,2013,4/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176840,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,2/10/2013 - 3/9/2013,2/10/2013,,$28.19,$0.00,$38.19,$38.19,$10.00,$0.00,$56.38,[],180275,180275,80,Credit Card Report,111,14936,D,,ee3bd62d-61d7-4d25-b081-c3b2b52a8c9e,2013,3/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176839,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,1/10/2013 - 2/9/2013,1/10/2013,,$83.57,$0.00,$38.19,$38.19,$93.57,$0.00,$28.19,[],180276,180276,80,Credit Card Report,111,14936,D,,08cfff55-ed96-4c7c-8949-5c72211a7c77,2013,2/9/2013,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176838,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,12/10/2012 - 1/9/2013,12/10/2012,,$55.38,$0.00,$38.19,$38.19,$10.00,$0.00,$83.57,[],176836,176836,80,Credit Card Report,111,14936,D,,30dd97fd-2dc9-4129-9363-da03ee84ddba,2013,1/9/2013,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,11/10/2012 - 12/9/2012,11/10/2012,,$27.19,$0.00,$38.19,$38.19,$10.00,$0.00,$55.38,[],180277,180277,80,Credit Card Report,111,14936,D,,5ec6c1bc-eff2-4d79-8ac3-9bd12221b446,2012,12/9/2012,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,176856,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,10/10/2012 - 11/9/2012,10/10/2012,,$455.27,$0.00,$37.19,$37.19,$465.27,$0.00,$27.19,[],180279,180279,80,Credit Card Report,111,14936,D,,1e79f3bd-b2f2-4887-aa26-8f5e3f74260a,2012,11/9/2012,10/1/2013,"Tuesday, October 1, 2013",True,False,False,correction to report period month,180278,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,9/10/2012 - 10/9/2012,9/10/2012,,$763.18,$0.00,$42.62,$42.62,$350.53,$0.00,$455.27,[],176858,176858,80,Credit Card Report,111,14936,D,,72868640-9b0f-418a-8fc6-0566c9a4561c,2012,10/9/2012,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,8/10/2012 - 9/9/2012,8/10/2012,,$689.03,$0.00,$74.15,$74.15,$0.00,$0.00,$763.18,[],176859,176859,80,Credit Card Report,111,14936,D,,b720f9f7-f1da-413e-b9e6-97b4a7adce08,2012,9/9/2012,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,7/10/2012 - 8/9/2012,7/10/2012,,$615.72,$0.00,$73.31,$73.31,$0.00,$0.00,$689.03,[],176860,176860,80,Credit Card Report,111,14936,D,,01a5f9c1-64ba-45c3-af27-f5e6f78c760b,2012,8/9/2012,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,6/10/2012 - 7/9/2012,6/10/2012,,$671.54,$0.00,$44.18,$44.18,$100.00,$0.00,$615.72,[],176861,176861,80,Credit Card Report,111,14936,D,,608531cc-d16b-456d-bf6b-205c5829abe8,2012,7/9/2012,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,5/10/2012 - 6/9/2012,5/10/2012,,"$1,621.72",$0.00,$49.82,$49.82,"$1,000.00",$0.00,$671.54,[],176862,176862,80,Credit Card Report,111,14936,D,,9eeab2b0-9cc8-4aef-86a4-58d0120b22d9,2012,6/9/2012,8/12/2013,"Monday, August 12, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,5/10/2012 - 6/9/2012,5/10/2012,,"$1,621.72",$0.00,$49.82,$49.82,"$1,000.00",$0.00,$671.54,[],176864,176864,80,Credit Card Report,111,14936,D,,b387bb2b-8c8e-466d-af05-616fd98ab27c,2012,6/9/2012,8/12/2013,"Monday, August 12, 2013",True,False,False,adjusting balance for missed charge from prior report period,153933,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,4/10/2012 - 5/9/2012,4/10/2012,,"$1,563.90",$0.00,$90.60,$90.60,$32.78,$0.00,"$1,621.72",[],176863,176863,80,Credit Card Report,111,14936,D,,01275c78-c79f-4fc5-a1c9-6564de2a588a,2012,5/9/2012,8/12/2013,"Monday, August 12, 2013",True,False,False,Adding missing charges for website services,153932,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,2/10/2012 - 3/9/2012,2/10/2012,,"$1,622.49",$0.00,$52.16,$52.16,$150.00,$0.00,"$1,524.65",[],151642,151642,80,Credit Card Report,111,14936,D,,896512d1-97ad-40fd-b924-5e4764d8d980,2012,3/9/2012,4/18/2012,"Wednesday, April 18, 2012",True,False,False,"Entered under the wrong year, 2011",149088,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,12/10/2011 - 1/9/2012,12/10/2011,,"$5,048.11",$0.00,$37.19,$37.19,"$2,500.00",$0.00,"$2,585.30",[],146903,146903,80,Credit Card Report,111,14936,D,,760ac118-17e7-4211-8c31-764d1a2de31c,2012,1/9/2012,1/11/2012,"Wednesday, January 11, 2012",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,11/10/2011 - 12/9/2011,11/10/2011,,"$9,977.39",$0.00,$70.72,$70.72,"$5,000.00",$0.00,"$5,048.11",[],146227,146227,80,Credit Card Report,111,14936,D,,c74e1dec-efcf-4171-a6d4-4c4371aa0659,2011,12/9/2011,1/3/2012,"Tuesday, January 3, 2012",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,10/10/2011 - 11/9/2011,10/10/2011,,"$4,682.42",$0.00,"$5,444.97","$5,444.97",$150.00,$0.00,"$9,977.39",[],144121,144121,80,Credit Card Report,111,14936,D,,ae7287b7-69f2-4861-a32a-b427e7c3d246,2011,11/9/2011,11/10/2011,"Thursday, November 10, 2011",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,9/10/2011 - 10/9/2011,9/10/2011,,"$4,221.21",$0.00,$503.42,$503.42,$42.21,$0.00,"$4,682.42",[],142508,142508,80,Credit Card Report,111,14936,D,,30e81d43-fe82-463e-a3f3-87d6432aa2f7,2011,10/9/2011,10/12/2011,"Wednesday, October 12, 2011",True,False,False,correcting beginning balance to show earlier payment,142504,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,8/10/2011 - 9/9/2011,8/10/2011,,$694.57,$0.00,"$3,536.64","$3,536.64",$10.00,$0.00,"$4,221.21",[],143060,143060,80,Credit Card Report,111,14936,D,,4d64dfdc-7b86-40c7-9a14-6883ac3ab3e6,2011,9/9/2011,10/23/2011,"Sunday, October 23, 2011",True,False,False,Adding explanation of payment purpose 8/28/2011,142507,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,7/10/2011 - 8/9/2011,7/10/2011,,$654.66,$0.00,$49.91,$49.91,$10.00,$0.00,$694.57,[],142506,142506,80,Credit Card Report,111,14936,D,,f4915eba-0911-4d03-8997-af0fad9ba6fe,2011,8/9/2011,10/12/2011,"Wednesday, October 12, 2011",True,False,False,reporting $10 payment for the month,140131,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,6/10/2011 - 7/9/2011,6/10/2011,,$594.68,$0.00,$84.98,$84.98,$25.00,$0.00,$654.66,[],139206,139206,80,Credit Card Report,111,14936,D,,eba075f3-87bb-4aad-acb5-3f96b444ebba,2011,7/9/2011,8/3/2011,"Wednesday, August 3, 2011",True,False,False,updating to show payment made 7/6/2011,137772,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,5/10/2011 - 6/9/2011,5/10/2011,,$604.68,$0.00,$0.00,$0.00,$10.00,$0.00,$594.68,[],140132,140132,80,Credit Card Report,111,14936,D,,473e4b95-436b-4c9f-8ae8-35471315c5b2,2011,6/9/2011,8/27/2011,"Saturday, August 27, 2011",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,4/10/2011 - 5/9/2011,4/10/2011,,$0.00,$0.00,$604.68,$604.68,$0.00,$0.00,$604.68,[],136211,136211,80,Credit Card Report,111,14936,D,,65b153b5-4afc-4142-9d71-fe4bb7bebf7b,2011,5/9/2011,6/11/2011,"Saturday, June 11, 2011",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Visa,,2/10/2011 - 3/9/2011,2/10/2011,,"$1,622.49",$0.00,$52.16,$52.16,$150.00,$0.00,"$1,524.65",[],150126,150126,80,Credit Card Report,111,14936,D,,f07c7f73-cd0e-4ca7-8d64-d948868d41d7,2011,3/9/2011,3/12/2012,"Monday, March 12, 2012",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
ATT,,8/8/2009 - 9/8/2009,8/8/2009,,$0.00,$0.00,"$2,325.21","$2,325.21","$2,325.21",$0.00,$0.00,[],101375,101375,80,Credit Card Report,111,14941,D,,843f452b-5290-4845-a91a-b19339c71a10,2009,9/8/2009,10/21/2009,"Wednesday, October 21, 2009",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Amex,,8/1/2009 - 8/31/2009,8/1/2009,,$0.00,$0.00,$122.81,$122.81,$122.81,$0.00,$0.00,[],101373,101373,80,Credit Card Report,111,14941,D,,b46805b4-e826-49d5-b31d-b7cab419f405,2009,8/31/2009,10/21/2009,"Wednesday, October 21, 2009",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Fideli,,10/4/2011 - 11/2/2011,10/4/2011,,$0.00,$0.00,$980.75,$980.75,$0.00,$0.00,$980.75,[],144658,144658,80,Credit Card Report,111,14961,D,,b1daa935-e0f6-4510-a013-c25586878bd8,2011,11/2/2011,11/21/2011,"Monday, November 21, 2011",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Fidelt,,9/4/2011 - 10/3/2011,9/4/2011,,$0.00,$0.00,$973.37,$973.37,$0.00,$0.00,$973.37,[],143094,143094,80,Credit Card Report,111,14961,D,,7819aeee-2020-4dfb-95f9-8ad27dfa8bfa,2011,10/3/2011,10/24/2011,"Monday, October 24, 2011",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
FideltyV,,11/3/2009 - 12/1/2009,11/3/2009,,$435.81,$0.00,$467.50,$467.50,$435.81,$0.00,$467.50,[],103903,103903,80,Credit Card Report,111,14961,D,,139dca94-99a7-4e40-9105-6816db62b5ea,2009,12/1/2009,12/16/2009,"Wednesday, December 16, 2009",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
FideltyV,,10/2/2009 - 11/2/2009,10/2/2009,,"$1,167.65",$0.00,$435.81,$435.81,"$1,167.65",$0.00,$435.81,[],102482,102482,80,Credit Card Report,111,14961,D,,ae25272c-4dd4-4137-87a8-89b970fd3ae6,2009,11/2/2009,11/12/2009,"Thursday, November 12, 2009",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
FideltyV,,9/1/2009 - 10/1/2009,9/1/2009,,$0.00,$0.00,"$1,167.65","$1,167.65",$0.00,$0.00,"$1,167.65",[],101168,101168,80,Credit Card Report,111,14961,D,,e92dde85-b68f-47df-b9c9-42a253c0874c,2009,10/1/2009,10/19/2009,"Monday, October 19, 2009",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,9/17/2013 - 10/5/2013,9/17/2013,,$0.00,$0.00,$440.70,$440.70,$0.00,$0.00,$440.70,[],182414,182414,80,Credit Card Report,111,15579,D,,93a53c39-1349-4e1f-93e7-efeb3600942f,2013,10/5/2013,10/30/2013,"Wednesday, October 30, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,8/9/2013 - 8/23/2013,8/9/2013,,$0.00,$11.31,$479.36,$490.67,$0.00,$0.00,$490.67,[],178733,178733,80,Credit Card Report,111,15579,D,,a3d20547-f80e-4dc6-be4f-02db6973a19e,2013,8/23/2013,9/7/2013,"Saturday, September 7, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,7/17/2013 - 7/31/2013,7/17/2013,,$0.00,$0.00,$337.44,$337.44,$0.00,$0.00,$337.44,[],176750,176750,80,Credit Card Report,111,15579,D,,fbdd0a49-f871-4eda-956e-dcffc757888f,2013,7/31/2013,8/10/2013,"Saturday, August 10, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,6/13/2013 - 7/12/2013,6/13/2013,,$0.00,$38.92,$0.00,$38.92,$0.00,$0.00,$38.92,[],176278,176278,80,Credit Card Report,111,15579,D,,f8e2172a-3999-4a44-b09d-c1f015c5f05c,2013,7/12/2013,8/1/2013,"Thursday, August 1, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,5/16/2013 - 6/9/2013,5/16/2013,,$0.00,$60.04,$45.04,$105.08,$0.00,$0.00,$105.08,[],172955,172955,80,Credit Card Report,111,15579,D,,9ab9db3f-0a69-45b9-972f-d3a262a2a67e,2013,6/9/2013,6/24/2013,"Monday, June 24, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,3/16/2013 - 4/11/2013,3/16/2013,,$0.00,$41.02,$0.00,$41.02,$0.00,$0.00,$41.02,[],169576,169576,80,Credit Card Report,111,15579,D,,3432f444-6d76-4749-bd72-4bd113f7ab38,2013,4/11/2013,4/23/2013,"Tuesday, April 23, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
CapOne,,3/11/2013 - 3/12/2013,3/11/2013,,$0.00,$0.00,$50.87,$50.87,$0.00,$0.00,$50.87,[],168947,168947,80,Credit Card Report,111,15579,D,,704dd54e-b452-4740-b994-5fbfbfd67c45,2013,3/12/2013,4/3/2013,"Wednesday, April 3, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Chase1,,10/1/2013 - 10/6/2013,10/1/2013,,$0.00,$0.00,$45.32,$45.32,$0.00,$0.00,$45.32,[],181809,181809,80,Credit Card Report,111,15590,D,,34c5aab6-9eaf-48b2-aeb4-92c5a6c92cf0,2013,10/6/2013,10/20/2013,"Sunday, October 20, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Chase1,,9/18/2013 - 9/24/2013,9/18/2013,,$0.00,$0.00,$342.38,$342.38,$0.00,$0.00,$342.38,[],181808,181808,80,Credit Card Report,111,15590,D,,4d8f386e-fa3b-4408-93f3-327d07b0acc3,2013,9/24/2013,10/20/2013,"Sunday, October 20, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,4/12/2015 - 5/11/2015,4/12/2015,,$82.49,$0.00,$328.09,$328.09,$410.58,$0.00,$0.00,[],535897,535897,80,Credit Card Report,111,15615,D,,de7704f1-2911-e511-80d0-0003ff506e32,2015,5/11/2015,6/12/2015,"Friday, June 12, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,3/12/2015 - 4/11/2015,3/12/2015,,$703.37,$59.21,$148.00,$207.21,$806.37,($21.72),$82.49,[],535898,535898,80,Credit Card Report,111,15615,D,,eb05451e-2811-e511-80d0-0003ff506e32,2015,4/11/2015,6/12/2015,"Friday, June 12, 2015",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
,,12/9/2014 - 1/8/2015,12/9/2014,,$133.10,$94.25,"$1,162.62","$1,256.87","$1,389.97",$0.00,$0.00,[],535896,535896,80,Credit Card Report,111,15615,D,,a8780321-6a0c-e511-80cf-0003ff506e32,2015,1/8/2015,6/12/2015,"Friday, June 12, 2015",True,True,False,Filed missing report,535627,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
NM,,10/9/2014 - 11/7/2014,10/9/2014,,$0.00,$0.00,$116.98,$116.98,$0.00,$0.00,$116.98,[],211919,211919,80,Credit Card Report,111,15615,D,,70ab8187-759c-4633-b082-48152ee2a37f,2014,11/7/2014,12/12/2014,"Friday, December 12, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Card1,,9/9/2014 - 10/10/2014,9/9/2014,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,[],207096,207096,80,Credit Card Report,111,15615,D,,268c7b85-034e-4a37-964b-a98a68b18ce8,2014,10/10/2014,10/16/2014,"Thursday, October 16, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Card1,,9/9/2014 - 10/8/2014,9/9/2014,,$0.00,$0.00,$350.89,$350.89,$0.00,$0.00,$350.89,[],207094,207094,80,Credit Card Report,111,15615,D,,aa8f4065-5a6e-4c79-968c-6e12e18e8e87,2014,10/8/2014,10/16/2014,"Thursday, October 16, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Card,,8/12/2014 - 9/8/2014,8/12/2014,,$0.00,$0.00,$103.49,$103.49,$0.00,$0.00,$103.49,[],207095,207095,80,Credit Card Report,111,15615,D,,84ebcb55-8401-4feb-ab1f-a0eaa861d807,2014,9/8/2014,10/16/2014,"Thursday, October 16, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Card1,,5/9/2014 - 8/11/2014,5/9/2014,,$0.00,$0.00,$265.13,$265.13,$0.00,$0.00,$265.13,[],206112,206112,80,Credit Card Report,111,15615,D,,f16dc6a7-ad16-4ee4-a5fd-f48571d7b64a,2014,8/11/2014,9/30/2014,"Tuesday, September 30, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
nm,,3/8/2014 - 4/7/2014,3/8/2014,,$0.00,$0.00,$283.77,$283.77,$0.00,$0.00,$283.77,[],195852,195852,80,Credit Card Report,111,15615,D,,1d996e9f-2cec-499a-a1c0-db4cdfb948d2,2014,4/7/2014,5/9/2014,"Friday, May 9, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Amex,,2/8/2014 - 3/7/2014,2/8/2014,,$0.00,$0.00,$698.60,$698.60,$0.00,$0.00,$698.60,[],194199,194199,80,Credit Card Report,111,15615,D,,6572cd3c-98c8-456e-a1ff-c1e13fa74078,2014,3/7/2014,4/16/2014,"Wednesday, April 16, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
NM,,1/9/2014 - 2/7/2014,1/9/2014,,$0.00,$0.00,$104.00,$104.00,$0.00,$0.00,$104.00,[],192068,192068,80,Credit Card Report,111,15615,D,,da3eea2c-dfb4-4e26-b212-b1486b2fe2ce,2014,2/7/2014,3/11/2014,"Tuesday, March 11, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Mazen,,12/18/2013 - 1/29/2014,12/18/2013,,$0.00,$0.00,$904.15,$904.15,$0.00,$0.00,$904.15,[],192563,192563,80,Credit Card Report,111,15615,D,,158d4bf8-6b92-4177-abac-107be23f0503,2014,1/29/2014,3/19/2014,"Wednesday, March 19, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
NM,,11/8/2013 - 12/6/2013,11/8/2013,,$0.00,$0.00,$304.40,$304.40,$0.00,$0.00,$304.40,[],194202,194202,80,Credit Card Report,111,15615,D,,d1fdb88c-c3d4-41ed-9837-bc118383c79b,2013,12/6/2013,4/16/2014,"Wednesday, April 16, 2014",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Nadeem,,10/9/2013 - 11/7/2013,10/9/2013,,$0.00,$0.00,"$2,737.58","$2,737.58",$0.00,$0.00,"$2,737.58",[],194198,194198,80,Credit Card Report,111,15615,D,,2aa87a95-cfa9-4ee8-b462-a6ae4da46541,2013,11/7/2013,4/16/2014,"Wednesday, April 16, 2014",True,False,False,Per OCPF Request,194197,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
Card1,,9/8/2013 - 10/8/2013,9/8/2013,,"$1,445.03",$0.00,"$3,871.72","$3,871.72","$3,871.72",$2.88,"$1,447.91",[],184126,184126,80,Credit Card Report,111,15615,D,,ace87cd1-dca7-4ff8-be53-8666bbadcbf5,2013,10/8/2013,11/21/2013,"Thursday, November 21, 2013",False,False,False,,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,0
